run,rsi_long_threshold,rsi_short_threshold,pullback_max_pct,stop_loss_pct,take_profit_max_pct,trailing_stop_pct,typical_position_fraction,cagr,sharpe,max_dd,daily_vol,trades,final_equity,start,end
2,50.0,50.0,0.05,0.08,0.12,0.07,0.1,-0.007895588216993876,-0.3685839180741099,-0.11956946567263027,0.0013173490022436694,60,9166.126248224502,2014-01-02,2024-12-31
10,50.0,50.0,0.05,0.1,0.12,0.07,0.1,-0.007895588216993876,-0.3685839180741099,-0.11956946567263027,0.0013173490022436694,60,9166.126248224502,2014-01-02,2024-12-31
4,50.0,50.0,0.05,0.08,0.15,0.05,0.1,-0.008333581827721703,-0.44320467194458063,-0.09916183103777476,0.0011651059179104471,62,9121.775102211497,2014-01-02,2024-12-31
12,50.0,50.0,0.05,0.1,0.15,0.05,0.1,-0.008333581827721703,-0.44320467194458063,-0.09916183103777476,0.0011651059179104471,62,9121.775102211497,2014-01-02,2024-12-31
16,50.0,50.0,0.08,0.08,0.12,0.05,0.1,-0.009522901891397262,-0.4916658022877067,-0.10867100513808092,0.0012025690025938014,69,9002.326944170536,2014-01-02,2024-12-31
24,50.0,50.0,0.08,0.1,0.12,0.05,0.1,-0.009522901891397262,-0.4916658022877067,-0.10867100513808092,0.0012025690025938014,69,9002.326944170536,2014-01-02,2024-12-31
6,50.0,50.0,0.05,0.08,0.15,0.07,0.1,-0.009536801802180306,-0.42943929684267534,-0.11883017573857035,0.0013708638040195382,60,9000.939365944854,2014-01-02,2024-12-31
14,50.0,50.0,0.05,0.1,0.15,0.07,0.1,-0.009536801802180306,-0.42943929684267534,-0.11883017573857035,0.0013708638040195382,60,9000.939365944854,2014-01-02,2024-12-31
20,50.0,50.0,0.08,0.08,0.15,0.05,0.1,-0.010608755963969707,-0.519623355576744,-0.12643114043206616,0.0012683549681079406,69,8894.513762994631,2014-01-02,2024-12-31
28,50.0,50.0,0.08,0.1,0.15,0.05,0.1,-0.010608755963969707,-0.519623355576744,-0.12643114043206616,0.0012683549681079406,69,8894.513762994631,2014-01-02,2024-12-31
1,50.0,50.0,0.05,0.08,0.12,0.05,0.15,-0.010771842315672964,-0.3975183493344194,-0.1360127620801267,0.001661107810142372,62,8878.42287639514,2014-01-02,2024-12-31
9,50.0,50.0,0.05,0.1,0.12,0.05,0.15,-0.010771842315672964,-0.3975183493344194,-0.1360127620801267,0.001661107810142372,62,8878.42287639514,2014-01-02,2024-12-31
18,50.0,50.0,0.08,0.08,0.12,0.07,0.1,-0.011901890098798606,-0.5217777312843421,-0.13802856544720232,0.0014149947762625683,67,8767.651775551116,2014-01-02,2024-12-31
26,50.0,50.0,0.08,0.1,0.12,0.07,0.1,-0.011901890098798606,-0.5217777312843421,-0.13802856544720232,0.0014149947762625683,67,8767.651775551116,2014-01-02,2024-12-31
3,50.0,50.0,0.05,0.08,0.12,0.07,0.15,-0.01198975664303159,-0.3687887338633465,-0.1747949652385884,0.0019761497941557125,60,8759.091661872064,2014-01-02,2024-12-31
11,50.0,50.0,0.05,0.1,0.12,0.07,0.15,-0.01198975664303159,-0.3687887338633465,-0.1747949652385884,0.0019761497941557125,60,8759.091661872064,2014-01-02,2024-12-31
5,50.0,50.0,0.05,0.08,0.15,0.05,0.15,-0.012603713652060589,-0.4435446385299166,-0.1453165438047075,0.001746736048014343,62,8699.490555582024,2014-01-02,2024-12-31
13,50.0,50.0,0.05,0.1,0.15,0.05,0.15,-0.012603713652060589,-0.4435446385299166,-0.1453165438047075,0.001746736048014343,62,8699.490555582024,2014-01-02,2024-12-31
22,50.0,50.0,0.08,0.08,0.15,0.07,0.1,-0.013402032229825389,-0.5642037817693303,-0.1575378413021512,0.0014757524486709132,67,8622.543509546414,2014-01-02,2024-12-31
30,50.0,50.0,0.08,0.1,0.15,0.07,0.1,-0.013402032229825389,-0.5642037817693303,-0.1575378413021512,0.0014757524486709132,67,8622.543509546414,2014-01-02,2024-12-31
17,50.0,50.0,0.08,0.08,0.12,0.05,0.15,-0.014386031786384534,-0.4918147557171577,-0.15954696052903583,0.0018034044815921615,69,8528.550752904692,2014-01-02,2024-12-31
25,50.0,50.0,0.08,0.1,0.12,0.05,0.15,-0.014386031786384534,-0.4918147557171577,-0.15954696052903583,0.0018034044815921615,69,8528.550752904692,2014-01-02,2024-12-31
7,50.0,50.0,0.05,0.08,0.15,0.07,0.15,-0.014445309958586172,-0.42948853020451777,-0.17378931997296054,0.0020558751368670606,60,8522.918289884508,2014-01-02,2024-12-31
15,50.0,50.0,0.05,0.1,0.15,0.07,0.15,-0.014445309958586172,-0.42948853020451777,-0.17378931997296054,0.0020558751368670606,60,8522.918289884508,2014-01-02,2024-12-31
21,50.0,50.0,0.08,0.08,0.15,0.05,0.15,-0.0160105411913819,-0.5195714432028266,-0.1845198070753341,0.0019014959609293081,69,8375.41178273399,2014-01-02,2024-12-31
29,50.0,50.0,0.08,0.1,0.15,0.05,0.15,-0.0160105411913819,-0.5195714432028266,-0.1845198070753341,0.0019014959609293081,69,8375.41178273399,2014-01-02,2024-12-31
19,50.0,50.0,0.08,0.08,0.12,0.07,0.15,-0.017986242641361505,-0.5217666954746756,-0.20113824480269837,0.002122509722458186,67,8192.536971799775,2014-01-02,2024-12-31
27,50.0,50.0,0.08,0.1,0.12,0.07,0.15,-0.017986242641361505,-0.5217666954746756,-0.20113824480269837,0.002122509722458186,67,8192.536971799775,2014-01-02,2024-12-31
23,50.0,50.0,0.08,0.08,0.15,0.07,0.15,-0.020227083367879484,-0.5640170840839357,-0.22770544355713107,0.0022131162713888374,67,7989.518367721519,2014-01-02,2024-12-31
31,50.0,50.0,0.08,0.1,0.15,0.07,0.15,-0.020227083367879484,-0.5640170840839357,-0.22770544355713107,0.0022131162713888374,67,7989.518367721519,2014-01-02,2024-12-31
